Id,SalePrice
1461,121475.7762251608
1462,158981.15070248186
1463,184775.28081592242
1464,182246.76549978487
1465,193613.37681687088
1466,183198.37719287054
1467,169371.23565506728
1468,171831.49469285112
1469,177110.57973513994
1470,128689.36145177498
1471,206596.10513882193
1472,91724.98624004489
1473,96296.91199129126
1474,149624.7501261647
1475,120577.815497858
1476,372740.11155395873
1477,260686.99562187583
1478,286086.9076549516
1479,276309.72318914364
1480,504318.9572224261
1481,309107.766000069
1482,205422.4444482718
1483,184758.5371745706
1484,164029.90883039887
1485,177643.02668902688
1486,193662.52497936692
1487,312210.39236604923
1488,227005.84852967705
1489,209881.9203676321
1490,215453.40366200995
1491,191344.05667982937
1492,94200.75105126493
1493,183399.06083951105
1494,285928.4624813512
1495,295966.9114632052
1496,231232.38495269418
1497,182337.1341999973
1498,160707.16005448333
1499,156190.41206027265
1500,157396.63736373157
1501,172464.8673084765
1502,158202.53770633123
1503,288480.6611715073
1504,233041.2285064886
1505,225071.4392534397
1506,181198.45001071235
1507,257749.8589419338
1508,199938.68157977815
1509,161440.22894440382
1510,147943.96224464153
1511,150576.57552040875
1512,171168.76812045547
1513,146675.82415778926
1514,152445.843890404
1515,204753.6216891551
1516,154216.320125345
1517,153929.94136147603
1518,133422.3227815832
1519,229660.44201646754
1520,141059.0412873242
1521,139910.55898773667
1522,164049.20409171257
1523,116525.12738570428
1524,119279.3091686402
1525,122192.4885171427
1526,120760.91630856541
1527,100588.2949116189
1528,132826.69128809992
1529,149100.7723859574
1530,166485.80760566957
1531,119901.81540561332
1532,97127.19916758206
1533,143802.96670600824
1534,116506.38809349235
1535,150199.1840788109
1536,113205.35981740982
1537,69418.1009831806
1538,153056.2675202477
1539,188921.48059605385
1540,100639.75631060173
1541,144629.19124594968
1542,140252.79509033126
1543,185160.1387529744
1544,86049.4955001036
1545,101021.6308319942
1546,127477.1361536958
1547,135138.5505309109
1548,133106.40626292228
1549,109143.51303650248
1550,142088.69437816672
1551,112958.8006362696
1552,138798.8427701696
1553,133043.2972262459
1554,115099.34648079528
1555,174375.22588247544
1556,83326.16321514333
1557,103634.75884654891
1558,95342.36072247013
1559,85457.36787726024
1560,135989.62850291014
1561,131450.45343562213
1562,131362.60809768332
1563,123149.51610224141
1564,163360.32651879612
1565,149510.37634972756
1566,243641.4574201342
1567,81781.70573123089
1568,233017.8253144681
1569,147871.51527342005
1570,132919.16924922002
1571,123836.63618537887
1572,149289.89573210359
1573,243901.09092714972
1574,110438.68851713809
1575,222080.80542402645
1576,233573.19281105307
1577,195941.519037555
1578,142738.41185257662
1579,137694.7532913211
1580,191600.25536422196
1581,155588.39066866165
1582,128058.7685889222
1583,318338.4108236868
1584,234586.41474946853
1585,145227.2705615377
1586,77208.05957175883
1587,97985.97055964227
1588,143936.11694376572
1589,101911.63143292905
1590,136498.63382507817
1591,95081.13207976629
1592,127452.01475639164
1593,116100.95379088685
1594,119933.95403382553
1595,116457.23174162743
1596,240282.51397816752
1597,174069.71821365957
1598,191711.64347765513
1599,166965.50092073792
1600,167303.39180452813
1601,66814.975476191
1602,113914.86700571985
1603,70387.96824465021
1604,289107.49599254597
1605,250273.5576907964
1606,167338.18279584934
1607,166229.67332048557
1608,212168.80567343713
1609,186296.20835173732
1610,153806.33269364972
1611,145059.00498867274
1612,176575.56884367758
1613,175737.44328504096
1614,117026.66333638113
1615,85250.45250375528
1616,76843.86071688638
1617,85127.37302049196
1618,125124.0090412721
1619,138085.59204273458
1620,192379.00890270976
1621,138490.2090603536
1622,142392.3389937449
1623,284297.54073404183
1624,222640.4550213348
1625,122081.81846723355
1626,164536.57241567766
1627,185780.44325140075
1628,269553.09153874125
1629,173506.9598815012
1630,353251.4550328166
1631,196684.56530880765
1632,246937.05145015742
1633,169807.7035219385
1634,184947.85101708808
1635,180756.80368861355
1636,159239.7159096929
1637,177002.62927351182
1638,199319.459300068
1639,179662.3684869245
1640,260985.14322347965
1641,175947.09652012377
1642,221226.66297075574
1643,226721.7472212544
1644,224673.8259450169
1645,192892.2142589111
1646,155540.42542017758
1647,162194.94666045898
1648,137765.50674319806
1649,137898.3155004264
1650,119707.54041257028
1651,124345.39113365028
1652,94467.22114908017
1653,95429.12489687168
1654,151806.8312740083
1655,142730.27643285668
1656,145809.49394670103
1657,152133.9780086004
1658,146038.29511591292
1659,125488.05735351451
1660,155565.9004896779
1661,424328.5317437638
1662,392234.91134867666
1663,392398.99606858776
1664,410550.16040605324
1665,316931.8365289539
1666,318899.2190352103
1667,363664.75597798283
1668,337660.11596721655
1669,298643.4025666867
1670,351060.4437292644
1671,267757.2393098035
1672,434428.2621535401
1673,294002.3948190368
1674,240285.711207728
1675,195624.63748519967
1676,196723.88066383768
1677,211133.39058332916
1678,446354.5427332001
1679,392120.8981812991
1680,344858.16594706604
1681,256252.4741060326
1682,315224.4414782874
1683,192406.07245986327
1684,172971.98965420283
1685,173449.76057213324
1686,175099.59829859133
1687,170055.9443168136
1688,189725.1229262511
1689,193622.4178465369
1690,187744.9551374044
1691,181785.6065266347
1692,253398.28314946362
1693,169532.6602826685
1694,181446.64343577804
1695,161894.77937146957
1696,280319.92616079544
1697,158920.23446552924
1698,354135.640957131
1699,329970.827929949
1700,247590.10756625715
1701,268731.18776552065
1702,256303.58888792002
1703,259319.8128032154
1704,291555.3544172294
1705,228641.5147677746
1706,399200.11817786965
1707,212760.84333501797
1708,215381.56833938425
1709,265601.93387798255
1710,222428.00960578816
1711,259340.08860512357
1712,264763.6127332864
1713,286062.0123231889
1714,220809.83366240698
1715,200323.4601571903
