PassengerId,Survived
892,0.1178693651976519
893,0.47113962872792203
894,0.17124075085469426
895,0.07013341955072039
896,0.5865375706135314
897,0.07816236985916902
898,0.6553822560324809
899,0.22163354712786898
900,0.7439249534313911
901,0.03930716660564415
902,0.16452315686308183
903,0.26357511239564513
904,0.8787805153584184
905,0.12211590024238128
906,0.8907634480074712
907,0.6858652500968921
908,0.2529690773405391
909,0.22297300864063696
910,0.5277896738373876
911,0.6706343104298824
912,0.24894564050142176
913,0.08683097373199733
914,0.8890738683210251
915,0.34571149551445524
916,0.8720623753721024
917,-0.04042491305947893
918,0.9764164921774858
919,0.2065266318497978
920,0.372177935168563
921,0.15874423733726328
922,0.08199233912852844
923,0.12877333623883747
924,0.5255450102415582
925,0.5782086827017767
926,0.48657488530281756
927,0.1990997271695938
928,0.6559506778023134
929,0.6537606802033731
930,0.08171896547500934
931,0.22611582827580767
932,0.11568806902580298
933,0.5730226435180439
934,0.03295199182405795
935,0.7591620542039308
936,0.918822126297768
937,0.04214513527945818
938,0.3602892031434646
939,0.15607942247161466
940,1.0170791814420577
941,0.5531189048063556
942,0.4022361226275216
943,0.22013375373472666
944,0.6744383716916494
945,0.9268950926954068
946,0.3028987208453444
947,-0.01542306539519478
948,0.09189621724283392
949,0.3009809018524938
950,0.13075738102483048
951,1.017776586223879
952,0.13249259853044604
953,0.2198292987653736
954,0.14561767229944012
955,0.6808857334782998
956,0.42605078229556625
957,0.7806137433133908
958,0.6901931625887645
959,0.3159889919066823
960,0.46507276642250983
961,0.8985615349547887
962,0.6133910865661878
963,0.09859807134499343
964,0.5974556771527708
965,0.47292282390410245
966,1.0851864775603175
967,0.5740783569127235
968,0.14528507885874176
969,0.8094510636344175
970,0.26143254903477464
971,0.6435603651547729
972,0.21327964996284354
973,0.31044096468263405
974,0.33140688375023863
975,0.17672084031713853
976,0.33583097534951833
977,0.21521317358213798
978,0.6736446220153807
979,0.63216430381052
980,0.6778044520488278
981,0.20997193282268722
982,0.5979959331656981
983,0.15264204327979236
984,0.8268550517814015
985,0.1560154650014235
986,0.4620087604175005
987,0.06347493462791909
988,0.8407404635844657
989,0.04416937058475279
990,0.6455298820160934
991,0.04679064884027917
992,0.9115609342803741
993,0.17743864992887703
994,0.19724633923787227
995,0.10208593321407633
996,0.6393348047900872
997,0.07803197081534963
998,0.1767091906616438
999,0.15649499786258136
1000,0.13641297181481193
1001,0.39055232388843153
1002,0.24221535499107594
1003,0.6867376612581262
1004,0.8759894410990047
1005,0.6903896167132373
1006,0.8272783765618716
1007,0.18882461500395142
1008,0.21680370964598372
1009,0.7370636324431012
1010,0.5491861703640666
1011,0.6682715272374979
1012,0.6951724774397556
1013,0.14640700645398486
1014,0.9470963328338472
1015,0.09710601949585296
1016,0.1816518048735829
1017,0.622332963716762
1018,0.1259168638253807
1019,0.6170726018376448
1020,0.23266931771878963
1021,0.09129846658094198
1022,0.013707832431893108
1023,0.46630959558258955
1024,0.6125257920689523
1025,0.18486157190164199
1026,0.06896033214637387
1027,0.1171921043367512
1028,0.14554605472021465
1029,0.21421771574240545
1030,0.588323814020145
1031,-0.04187253481188158
1032,0.4378924862077965
1033,0.934459127055265
1034,0.3330755212614023
1035,0.2687873337032817
1036,0.32221913347274944
1037,-0.04624862719656497
1038,0.602120899965608
1039,0.08954961950412843
1040,0.4570762558993813
1041,0.18283109499838857
1042,1.065819496637776
1043,0.2156173187724293
1044,-0.034220495638711323
1045,0.5495634325909464
1046,0.005196161327712057
1047,0.08252709789662105
1048,1.0225591322941743
1049,0.6065971556042468
1050,0.4817851545951959
1051,0.5297214236398203
1052,0.6838936632032564
1053,0.15556388278936106
1054,0.716181466537996
1055,0.15284564145446156
1056,0.1873899569640196
1057,0.5722445885252536
1058,0.3673568827675666
1059,0.004286074334939327
1060,1.0271026718361864
1061,0.5998988845507285
1062,0.12440348961755832
1063,0.14294268196350912
1064,0.0885416686969479
1065,0.2171879516736821
1066,0.014597495731484944
1067,0.7760712260791457
1068,0.6925255868021143
1069,0.3774961784433323
1070,0.9048071698062461
1071,0.9516693670361283
1072,0.2257024259020879
1073,0.4895409237006956
1074,0.987669250420266
1075,0.17266957808569594
1076,0.9809959741333312
1077,0.20050060027920502
1078,0.6717466028420856
1079,0.04198718113927513
1080,0.3328343799043666
1081,0.162010709390206
1082,0.22575790853215516
1083,0.4184942596477834
1084,0.027041045016022336
1085,0.18380454707181015
1086,0.27497797756221287
1087,0.08113553019225539
1088,0.6248504773483445
1089,0.6143733632184541
1090,0.2222880751460372
1091,0.6324117267886713
1092,0.683158002649958
1093,0.16147582149639994
1094,0.48476910920921834
1095,0.7254940523583993
