Id,SalePrice
1461,125196.58393699054
1462,152579.83725713263
1463,182613.57952996454
1464,185870.56828728292
1465,193242.70375466172
1466,185475.96496294095
1467,170433.80703155202
1468,176452.19104930462
1469,181548.1033545986
1470,129443.84601641644
1471,201394.3468995096
1472,100605.38713869378
1473,103906.02493159249
1474,153556.8255789577
1475,126267.86448848262
1476,338386.7328147197
1477,251656.23392289647
1478,296441.2539595244
1479,300290.6206285629
1480,384293.507365959
1481,300892.9165768998
1482,206696.33174522198
1483,188812.7788303837
1484,177430.70080520248
1485,179100.6524779605
1486,198386.9470681422
1487,297181.6996046863
1488,241682.6180640399
1489,199306.1180400167
1490,214189.74912904506
1491,197298.74620181497
1492,105264.17646907979
1493,180786.8728503927
1494,293052.4269305048
1495,284635.0154700915
1496,228893.6674733115
1497,185272.16873642994
1498,162439.1210156895
1499,161117.10020942788
1500,161410.94999503985
1501,169982.5811140787
1502,163012.27616918675
1503,249995.79671273954
1504,220201.70481476365
1505,219605.24539029313
1506,182601.26085659707
1507,237177.95157667116
1508,190098.3766199152
1509,159489.7432574071
1510,149550.4529928201
1511,149963.88534495767
1512,172519.4846051576
1513,151428.7047352774
1514,153260.86033845955
1515,182508.86868854327
1516,155417.34466568189
1517,148189.12682102568
1518,142741.36699028616
1519,221127.33963071756
1520,139263.50756724513
1521,141386.36850760266
1522,162421.73821910692
1523,118716.83361526142
1524,119887.54836731475
1525,126327.21608329868
1526,126118.2313240308
1527,112320.01003163047
1528,125790.50061023206
1529,141709.3282990108
1530,165213.1548560228
1531,133303.2768028576
1532,104290.40422783434
1533,140855.6882199916
1534,119373.43935411528
1535,149227.14052036786
1536,121701.45907263922
1537,100620.8484321228
1538,146214.22105470308
1539,183908.84264660423
1540,125590.07275163497
1541,139931.3130025047
1542,137856.6176950189
1543,169778.89956726585
1544,89674.89457949881
1545,107813.89578345839
1546,123304.26309919606
1547,134136.6396878492
1548,124478.81981350388
1549,113219.3122618641
1550,138449.31616727466
1551,121425.02999054058
1552,143303.13744506863
1553,135406.0752109488
1554,115690.26664581306
1555,167418.2487080886
1556,102067.99616594437
1557,119497.80517200186
1558,107530.15774396523
1559,115348.98638336742
1560,142084.68170665184
1561,141380.02090294939
1562,127391.81653657074
1563,124394.42159370957
1564,160608.27150961861
1565,153299.5019218898
1566,206267.31267651997
1567,96730.03342025228
1568,214493.88509731446
1569,155414.80250197856
1570,137650.36288776362
1571,127109.5274825675
1572,141724.14286448818
1573,227613.8727908191
1574,133772.81349649993
1575,202072.83863450686
1576,222279.38971934994
1577,193369.17142325023
1578,148828.87949530705
1579,145021.4338834287
1580,191096.72405337403
1581,138034.08498251042
1582,127627.78855328634
1583,308767.628698398
1584,232824.96917945938
1585,146613.69583995518
1586,94364.91910376468
1587,112687.22048361304
1588,139793.43339325723
1589,109939.89668506844
1590,133728.3181895289
1591,102485.02890307132
1592,131241.49536918392
1593,119366.44190062786
1594,128035.87448466153
1595,128668.40109717929
1596,199148.32580871682
1597,171127.05921858537
1598,182286.1569785917
1599,161236.2322281418
1600,175630.03034774744
1601,87012.28247480333
1602,113112.29842231979
1603,101887.27900773342
1604,265029.37602155184
1605,237614.0351208345
1606,162279.88406017673
1607,165557.88253018958
1608,212436.7230871414
1609,191023.0559886788
1610,162117.463015094
1611,146918.86621256257
1612,190779.20259251614
1613,177310.28977903438
1614,121917.46725208593
1615,95412.79326248151
1616,90736.85520867255
1617,99767.97774939942
1618,123494.28693857018
1619,137717.2327291356
1620,177379.8835285628
1621,143402.941508087
1622,142446.11210527373
1623,253323.0649954613
1624,217260.83416645904
1625,128504.74079841304
1626,169201.62865258378
1627,188070.35897271807
1628,261723.12047013248
1629,174580.83655679246
1630,288560.4581381159
1631,196288.04283336364
1632,229878.79331642462
1633,171752.38344487303
1634,186054.02783369398
1635,181708.24353783025
1636,167930.5036960776
1637,182280.6101641437
1638,197367.56425927047
1639,184866.0014548322
1640,231515.5265419276
1641,176804.47086422192
1642,218252.5780158251
1643,218845.714193226
1644,216565.99262263396
1645,187428.9248970401
1646,154429.46661537973
1647,162156.183376228
1648,142995.27837024533
1649,137106.93278191757
1650,125320.88186973757
1651,123262.93508487141
1652,100803.93792976215
1653,101274.53423275359
1654,155210.40043988224
1655,148692.05319653198
1656,151867.86077247537
1657,154220.7834541434
1658,157423.4719465285
1659,128321.38525036382
1660,150549.46269417688
1661,377427.87768869544
1662,316414.40770987386
1663,354500.57978813426
1664,378796.74377811304
1665,306049.9370737909
1666,315212.72183626
1667,322910.2647108576
1668,321316.70421206305
1669,278773.31742383086
1670,327361.6211367025
1671,266061.8455261763
1672,371095.9341178259
1673,292081.21309421415
1674,248291.94699664178
1675,196395.2026282965
1676,195255.0801891877
1677,206900.99292608743
1678,374566.1643899566
1679,359127.32865202345
1680,302543.8866653712
1681,239582.88518767478
1682,302441.012700338
1683,195020.46486387504
1684,185714.6333727996
1685,183188.55242254015
1686,183618.20671897326
1687,171707.0146928351
1688,194468.03114686083
1689,193844.35109972823
1690,189201.3770723516
1691,182347.60678117938
1692,244616.53487203896
1693,172297.15593995643
1694,180710.81514667184
1695,170753.89985590184
1696,265387.8284720926
1697,168068.26000585523
1698,318883.8365741179
1699,311095.5793963061
1700,240491.03055372025
1701,261065.54514906928
1702,255266.6508274172
1703,257356.30540595303
1704,278528.6998381921
1705,230099.58714275452
1706,359689.12932126824
1707,208651.56351315547
1708,204467.70077214408
1709,254129.2303045764
1710,221467.1710813511
1711,254224.613675601
1712,258951.01905363292
1713,265252.8654947582
1714,218077.08523755486
1715,198525.4185969127
1716,178814.56662108717
1717,166311.0454248167
1718,131293.71847047578
1719,204470.04851294865
1720,239966.45222867376
1721,164911.68643378036
1722,126702.77609102428
1723,157475.643450229
1724,216649.4555405921
1725,226254.5161970444
1726,189953.4015862318
1727,179656.54663887635
1728,190125.09145741106
1729,162961.78684846006
1730,151094.15384356366
1731,126747.41630113155
1732,131487.3687978062
1733,126716.86798768403
1734,129655.56183621364
1735,132363.6592204401
1736,123755.70682086692
1737,263999.70671246835
1738,211055.46617799494
1739,253050.31561561392
1740,229736.92208877098
1741,184036.0393407579
1742,168457.43789003402
1743,171932.94687306328
1744,252316.13231360493
1745,205134.71348893305
1746,193514.31826108068
1747,199597.647168054
1748,203352.85110509957
1749,161519.10903871292
1750,142204.5887199435
1751,209015.5390607173
1752,123932.0712093971
1753,155379.43550707278
1754,190577.51498476515
1755,165031.73095303058
1756,125447.7784007764
1757,122376.40206839971
1758,147902.0045658838
